part_number,rev,specification,conductors,gauge_awg,stranding,basic_wire_symbol,component_wire_spec,component_wire_pn,insulation_material,conductor_material,conductor_od_in,conductor_resistance_ohm_per_1000ft,identification_method,identification_color_table,identification_marking,wire_identification_colors,shield_code,shield_description,shield_material,shield_style,shield_coverage,shield_temperature_c,jacket_code,jacket_description,jacket_material,jacket_color,jacket_construction,jacket_temperature_c,core_od_in_estimated,overall_od_in_estimated,temperature_rating_c,voltage_rating_v,path
M27500-16ML3T23,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.158,0.206,150,600,M27500-16ML3T23/M27500-16ML3T23-rev1
M27500-16ML3U00,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,U,no shield,,,,,00,no jacket,,,,,0.158,0.158,150,600,M27500-16ML3U00/M27500-16ML3U00-rev1
M27500-16ML3U09,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.158,0.186,150,600,M27500-16ML3U09/M27500-16ML3U09-rev1
M27500-16ML3U14,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.158,0.186,150,600,M27500-16ML3U14/M27500-16ML3U14-rev1
M27500-16ML3U23,1,MIL-DTL-27500,3,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.158,0.186,150,600,M27500-16ML3U23/M27500-16ML3U23-rev1
M27500-16ML4S00,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.177,0.197,150,600,M27500-16ML4S00/M27500-16ML4S00-rev1
M27500-16ML4S09,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.177,0.225,150,600,M27500-16ML4S09/M27500-16ML4S09-rev1
M27500-16ML4S14,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.177,0.225,150,600,M27500-16ML4S14/M27500-16ML4S14-rev1
M27500-16ML4S23,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.177,0.225,150,600,M27500-16ML4S23/M27500-16ML4S23-rev1
M27500-16ML4T00,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.177,0.197,150,600,M27500-16ML4T00/M27500-16ML4T00-rev1
M27500-16ML4T09,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.177,0.225,150,600,M27500-16ML4T09/M27500-16ML4T09-rev1
M27500-16ML4T14,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.177,0.225,150,600,M27500-16ML4T14/M27500-16ML4T14-rev1
M27500-16ML4T23,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.177,0.225,150,600,M27500-16ML4T23/M27500-16ML4T23-rev1
M27500-16ML4U00,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,00,no jacket,,,,,0.177,0.177,150,600,M27500-16ML4U00/M27500-16ML4U00-rev1
M27500-16ML4U09,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.177,0.205,150,600,M27500-16ML4U09/M27500-16ML4U09-rev1
M27500-16ML4U14,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.177,0.205,150,600,M27500-16ML4U14/M27500-16ML4U14-rev1
M27500-16ML4U23,1,MIL-DTL-27500,4,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.177,0.205,150,600,M27500-16ML4U23/M27500-16ML4U23-rev1
M27500-16ML5S00,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.198,0.218,150,600,M27500-16ML5S00/M27500-16ML5S00-rev1
M27500-16ML5S09,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.198,0.246,150,600,M27500-16ML5S09/M27500-16ML5S09-rev1
M27500-16ML5S14,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.198,0.246,150,600,M27500-16ML5S14/M27500-16ML5S14-rev1
M27500-16ML5S23,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.198,0.246,150,600,M27500-16ML5S23/M27500-16ML5S23-rev1
M27500-16ML5T00,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.198,0.218,150,600,M27500-16ML5T00/M27500-16ML5T00-rev1
M27500-16ML5T09,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.198,0.246,150,600,M27500-16ML5T09/M27500-16ML5T09-rev1
M27500-16ML5T14,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.198,0.246,150,600,M27500-16ML5T14/M27500-16ML5T14-rev1
M27500-16ML5T23,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.198,0.246,150,600,M27500-16ML5T23/M27500-16ML5T23-rev1
M27500-16ML5U00,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,00,no jacket,,,,,0.198,0.198,150,600,M27500-16ML5U00/M27500-16ML5U00-rev1
M27500-16ML5U09,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.198,0.226,150,600,M27500-16ML5U09/M27500-16ML5U09-rev1
M27500-16ML5U14,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.198,0.226,150,600,M27500-16ML5U14/M27500-16ML5U14-rev1
M27500-16ML5U23,1,MIL-DTL-27500,5,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.198,0.226,150,600,M27500-16ML5U23/M27500-16ML5U23-rev1
M27500-16ML6S00,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.220,0.240,150,600,M27500-16ML6S00/M27500-16ML6S00-rev1
M27500-16ML6S09,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.220,0.268,150,600,M27500-16ML6S09/M27500-16ML6S09-rev1
M27500-16ML6S14,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.220,0.268,150,600,M27500-16ML6S14/M27500-16ML6S14-rev1
M27500-16ML6S23,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.220,0.268,150,600,M27500-16ML6S23/M27500-16ML6S23-rev1
M27500-16ML6T00,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.220,0.240,150,600,M27500-16ML6T00/M27500-16ML6T00-rev1
M27500-16ML6T09,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.220,0.268,150,600,M27500-16ML6T09/M27500-16ML6T09-rev1
M27500-16ML6T14,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.220,0.268,150,600,M27500-16ML6T14/M27500-16ML6T14-rev1
M27500-16ML6T23,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.220,0.268,150,600,M27500-16ML6T23/M27500-16ML6T23-rev1
M27500-16ML6U00,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,00,no jacket,,,,,0.220,0.220,150,600,M27500-16ML6U00/M27500-16ML6U00-rev1
M27500-16ML6U09,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.220,0.248,150,600,M27500-16ML6U09/M27500-16ML6U09-rev1
M27500-16ML6U14,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.220,0.248,150,600,M27500-16ML6U14/M27500-16ML6U14-rev1
M27500-16ML6U23,1,MIL-DTL-27500,6,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.220,0.248,150,600,M27500-16ML6U23/M27500-16ML6U23-rev1
M27500-16ML7S00,1,MIL-DTL-27500,7,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.220,0.240,150,600,M27500-16ML7S00/M27500-16ML7S00-rev1
M27500-16ML7S09,1,MIL-DTL-27500,7,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.220,0.268,150,600,M27500-16ML7S09/M27500-16ML7S09-rev1
M27500-16ML7S14,1,MIL-DTL-27500,7,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.220,0.268,150,600,M27500-16ML7S14/M27500-16ML7S14-rev1
M27500-16ML7S23,1,MIL-DTL-27500,7,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.220,0.268,150,600,M27500-16ML7S23/M27500-16ML7S23-rev1
M27500-16ML7T00,1,MIL-DTL-27500,7,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.220,0.240,150,600,M27500-16ML7T00/M27500-16ML7T00-rev1
M27500-16ML7T09,1,MIL-DTL-27500,7,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.220,0.268,150,600,M27500-16ML7T09/M27500-16ML7T09-rev1
M27500-16ML7T14,1,MIL-DTL-27500,7,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.220,0.268,150,600,M27500-16ML7T14/M27500-16ML7T14-rev1
M27500-16ML7T23,1,MIL-DTL-27500,7,16,19x29,ML,MIL-DTL-81044/12,M81044/12-16,"crosslinked polyalkene with crosslinked PVDF jacket, light wall",tin-coated copper,0.072,4.81,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.220,0.268,150,600,M27500-16ML7T23/M27500-16ML7T23-rev1
